STATEFIPS,STATE,COUNTYFIPS,COUNTYNAME,AGI_STUB,N1,MARS2,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N07100,A07100,N07220,A07220,N07180,A07180,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N09600,A09600,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
47,TN,145,Roane County,0,22979.0000,11019.0000,12091.0000,46812.0000,13437.0000,1089844.0000,18583.0000,812301.0000,8771.0000,15356.0000,3365.0000,10338.0000,2920.0000,6597.0000,3473.0000,43784.0000,539.0000,2465.0000,9903.0000,2173.0000,28842.0000,5983.0000,124487.0000,2092.0000,12043.0000,3760.0000,43117.0000,99.0000,1967.0000,4898.0000,98679.0000,253.0000,1185.0000,4190.0000,9415.0000,4422.0000,8954.0000,4825.0000,19870.0000,3787.0000,34244.0000,3872.0000,21309.0000,17086.0000,717100.0000,7073.0000,8058.0000,3677.0000,4623.0000,605.0000,285.0000,1531.0000,1378.0000,4768.0000,10350.0000,4169.0000,8896.0000,2992.0000,3535.0000,186.0000,496.0000,15445.0000,110764.0000,16992.0000,118623.0000,3364.0000,9508.0000,18852.0000,53189.0000
47,TN,147,Robertson County,0,30958.0000,13808.0000,16189.0000,68862.0000,22540.0000,1319450.0000,26479.0000,1080631.0000,9734.0000,14491.0000,3436.0000,6512.0000,3019.0000,4163.0000,5427.0000,59081.0000,1454.0000,2953.0000,16753.0000,2082.0000,25551.0000,5349.0000,83778.0000,3081.0000,19142.0000,3135.0000,31424.0000,98.0000,1486.0000,7789.0000,141461.0000,372.0000,2295.0000,6507.0000,12719.0000,7092.0000,11348.0000,7665.0000,26853.0000,6697.0000,59182.0000,5924.0000,26827.0000,22948.0000,824851.0000,10687.0000,12907.0000,6665.0000,8090.0000,1552.0000,799.0000,1623.0000,1426.0000,6425.0000,14005.0000,5543.0000,12025.0000,5637.0000,8474.0000,169.0000,585.0000,19694.0000,116999.0000,21941.0000,129587.0000,4396.0000,13671.0000,25636.0000,75164.0000
47,TN,149,Rutherford County,0,119726.0000,48958.0000,58087.0000,259012.0000,85243.0000,5545779.0000,104446.0000,4536123.0000,38393.0000,54507.0000,14309.0000,53462.0000,12585.0000,32017.0000,18793.0000,224380.0000,1743.0000,10269.0000,54772.0000,7822.0000,104514.0000,18808.0000,329360.0000,11139.0000,73105.0000,10073.0000,112230.0000,396.0000,6011.0000,34322.0000,621105.0000,1299.0000,5517.0000,28651.0000,58265.0000,31586.0000,56177.0000,33741.0000,122138.0000,30151.0000,268442.0000,26880.0000,117291.0000,91250.0000,3540732.0000,44234.0000,55303.0000,26001.0000,32457.0000,7262.0000,3764.0000,6529.0000,5750.0000,23260.0000,49003.0000,20272.0000,42460.0000,20774.0000,29720.0000,787.0000,2420.0000,78130.0000,527139.0000,85449.0000,571444.0000,16716.0000,52803.0000,100042.0000,286850.0000
47,TN,151,Scott County,0,7835.0000,3736.0000,5442.0000,17627.0000,6092.0000,251785.0000,6648.0000,203184.0000,1966.0000,2925.0000,390.0000,996.0000,327.0000,669.0000,1415.0000,13216.0000,241.0000,377.0000,5934.0000,408.0000,4506.0000,1132.0000,15900.0000,1501.0000,8834.0000,678.0000,5763.0000,0.0000,0.0000,798.0000,17038.0000,91.0000,367.0000,641.0000,1140.0000,659.0000,956.0000,781.0000,2490.0000,611.0000,4780.0000,522.0000,3504.0000,5171.0000,136424.0000,2328.0000,2535.0000,1624.0000,1901.0000,129.0000,48.0000,263.0000,205.0000,2742.0000,6607.0000,2439.0000,5703.0000,1815.0000,2134.0000,23.0000,99.0000,4304.0000,17080.0000,5142.0000,19458.0000,818.0000,1934.0000,6792.0000,20666.0000
47,TN,153,Sequatchie County,0,5674.0000,2765.0000,3285.0000,12480.0000,3950.0000,222947.0000,4506.0000,166522.0000,1856.0000,3446.0000,658.0000,1598.0000,567.0000,988.0000,1046.0000,10002.0000,218.0000,516.0000,1722.0000,419.0000,5891.0000,1176.0000,22741.0000,836.0000,5942.0000,707.0000,6941.0000,21.0000,380.0000,1022.0000,20018.0000,84.0000,470.0000,835.0000,1588.0000,915.0000,1423.0000,1007.0000,3526.0000,832.0000,7841.0000,785.0000,3703.0000,3912.0000,134333.0000,1763.0000,2012.0000,979.0000,1144.0000,160.0000,93.0000,273.0000,233.0000,1562.0000,3597.0000,1377.0000,3005.0000,1096.0000,1366.0000,34.0000,101.0000,3304.0000,19367.0000,3892.0000,21406.0000,718.0000,1881.0000,4777.0000,13994.0000
47,TN,155,Sevier County,0,43603.0000,18353.0000,25960.0000,89621.0000,24646.0000,1539339.0000,36085.0000,1139513.0000,14079.0000,30026.0000,4600.0000,13161.0000,3943.0000,8730.0000,7762.0000,70104.0000,621.0000,3903.0000,49956.0000,3255.0000,43677.0000,7413.0000,132567.0000,5641.0000,29744.0000,4995.0000,50230.0000,101.0000,1704.0000,7975.0000,159688.0000,499.0000,2735.0000,6662.0000,12200.0000,7034.0000,9252.0000,7799.0000,24749.0000,6427.0000,62044.0000,6069.0000,30610.0000,28855.0000,941035.0000,11540.0000,12577.0000,6112.0000,6721.0000,1202.0000,545.0000,1680.0000,1360.0000,10880.0000,23510.0000,9414.0000,20054.0000,8406.0000,11546.0000,211.0000,811.0000,24962.0000,143502.0000,28548.0000,158874.0000,5722.0000,19815.0000,36373.0000,98583.0000
47,TN,157,Shelby County,0,460647.0000,109114.0000,231309.0000,918144.0000,308224.0000,22505869.000,391174.0000,17384961.000,108162.0000,326577.0000,58441.0000,447609.0000,51900.0000,341986.0000,87649.0000,975393.0000,1563.0000,45162.0000,779993.0000,26179.0000,431684.0000,67892.0000,1333957.0000,30741.0000,198163.0000,36923.0000,453088.0000,2511.0000,54528.0000,128702.0000,3074688.0000,9468.0000,61537.0000,103681.0000,241566.0000,112737.0000,399017.0000,126168.0000,716184.0000,102694.0000,925190.0000,112857.0000,823180.0000,325796.0000,14783791.000,148754.0000,175943.0000,68237.0000,70381.0000,23970.0000,13593.0000,16036.0000,13157.0000,137717.0000,366428.0000,126959.0000,321629.0000,103880.0000,138573.0000,7474.0000,39090.0000,266811.0000,2722316.0000,307668.0000,2911541.0000,60642.0000,257102.0000,389532.0000,1371899.0000
47,TN,159,Smith County,0,8032.0000,3869.0000,5689.0000,17030.0000,5367.0000,315978.0000,6645.0000,240716.0000,3112.0000,7899.0000,1024.0000,4802.0000,950.0000,3945.0000,1521.0000,15179.0000,934.0000,1046.0000,10514.0000,590.0000,6408.0000,1444.0000,20485.0000,1086.0000,6724.0000,833.0000,7997.0000,26.0000,404.0000,1249.0000,25392.0000,43.0000,353.0000,1084.0000,2423.0000,1105.0000,1440.0000,1226.0000,4268.0000,988.0000,8177.0000,872.0000,3922.0000,5702.0000,196451.0000,2556.0000,5012.0000,1476.0000,1795.0000,248.0000,124.0000,397.0000,347.0000,1966.0000,4400.0000,1753.0000,3771.0000,1372.0000,1735.0000,34.0000,335.0000,4898.0000,26615.0000,5655.0000,29835.0000,1008.0000,2773.0000,6737.0000,21457.0000
47,TN,161,Stewart County,0,5605.0000,2830.0000,2851.0000,11923.0000,3639.0000,222126.0000,4475.0000,164629.0000,2000.0000,3937.0000,606.0000,1068.0000,549.0000,728.0000,927.0000,7787.0000,400.0000,551.0000,3527.0000,404.0000,4760.0000,1526.0000,31155.0000,781.0000,4475.0000,791.0000,7349.0000,0.0000,0.0000,910.0000,16098.0000,72.0000,249.0000,754.0000,1411.0000,811.0000,1087.0000,898.0000,2831.0000,706.0000,5505.0000,665.0000,2859.0000,4055.0000,133145.0000,1708.0000,1975.0000,948.0000,1183.0000,114.0000,55.0000,339.0000,315.0000,1317.0000,2956.0000,1157.0000,2564.0000,884.0000,1108.0000,25.0000,42.0000,3563.0000,17938.0000,3993.0000,19636.0000,836.0000,2173.0000,4595.0000,13345.0000
47,TN,163,Sullivan County,0,69558.0000,31437.0000,36927.0000,137725.0000,38621.0000,3150355.0000,56536.0000,2339293.0000,30026.0000,55021.0000,10781.0000,44690.0000,9212.0000,32079.0000,10106.0000,135570.0000,1306.0000,8245.0000,76327.0000,8410.0000,133043.0000,16404.0000,233746.0000,6287.0000,38018.0000,10259.0000,110736.0000,272.0000,5034.0000,13479.0000,286729.0000,1982.0000,10244.0000,10357.0000,20589.0000,12330.0000,25383.0000,13312.0000,56964.0000,10525.0000,89444.0000,10847.0000,76403.0000,50434.0000,2069762.0000,21644.0000,23616.0000,10397.0000,12345.0000,1932.0000,931.0000,4403.0000,3703.0000,15184.0000,31580.0000,13297.0000,27573.0000,9339.0000,11087.0000,641.0000,2801.0000,44926.0000,341346.0000,49578.0000,366200.0000,9533.0000,34035.0000,57637.0000,162656.0000
47,TN,165,Sumner County,0,73444.0000,34074.0000,38174.0000,156366.0000,49622.0000,3859919.0000,61674.0000,2962684.0000,26899.0000,49171.0000,11406.0000,43079.0000,10088.0000,31323.0000,14014.0000,203595.0000,1689.0000,9009.0000,97142.0000,6177.0000,86156.0000,13734.0000,239585.0000,6890.0000,46383.0000,8661.0000,99417.0000,439.0000,8697.0000,22613.0000,464851.0000,1372.0000,8005.0000,18830.0000,37614.0000,20889.0000,42539.0000,22331.0000,88094.0000,19441.0000,196924.0000,18415.0000,92773.0000,55793.0000,2604605.0000,25669.0000,32715.0000,14431.0000,18533.0000,4164.0000,2106.0000,4274.0000,3924.0000,13767.0000,29196.0000,11779.0000,25073.0000,10380.0000,13811.0000,782.0000,2887.0000,49286.0000,430086.0000,54285.0000,468112.0000,12138.0000,49239.0000,58883.0000,177371.0000
47,TN,167,Tipton County,0,25799.0000,11153.0000,14714.0000,56680.0000,19580.0000,1126949.0000,22001.0000,901504.0000,7010.0000,8298.0000,2659.0000,4603.0000,2275.0000,3207.0000,4319.0000,35628.0000,604.0000,1773.0000,8549.0000,1704.0000,21092.0000,5304.0000,99021.0000,2784.0000,18076.0000,2670.0000,27251.0000,65.0000,908.0000,6611.0000,118167.0000,259.0000,976.0000,5658.0000,11484.0000,5994.0000,8158.0000,6535.0000,21176.0000,5648.0000,47462.0000,5226.0000,23338.0000,19267.0000,691495.0000,9181.0000,11579.0000,5786.0000,7278.0000,1378.0000,725.0000,1227.0000,939.0000,6539.0000,15727.0000,5869.0000,13747.0000,4731.0000,5692.0000,99.0000,278.0000,16534.0000,95001.0000,18485.0000,103594.0000,3493.0000,10255.0000,21712.0000,64769.0000
47,TN,169,Trousdale County,0,3333.0000,1454.0000,2413.0000,6951.0000,2264.0000,119412.0000,2751.0000,96634.0000,1211.0000,2029.0000,343.0000,901.0000,312.0000,712.0000,612.0000,7335.0000,303.0000,355.0000,1768.0000,194.0000,2391.0000,585.0000,8736.0000,390.0000,2347.0000,344.0000,3137.0000,0.0000,0.0000,483.0000,8485.0000,22.0000,59.0000,419.0000,789.0000,421.0000,603.0000,475.0000,1482.0000,391.0000,3404.0000,329.0000,1327.0000,2325.0000,72006.0000,1029.0000,1135.0000,618.0000,732.0000,146.0000,67.0000,126.0000,121.0000,883.0000,1967.0000,787.0000,1675.0000,594.0000,700.0000,0.0000,0.0000,1998.0000,9818.0000,2303.0000,11139.0000,392.0000,1153.0000,2808.0000,8052.0000
47,TN,171,Unicoi County,0,7368.0000,3549.0000,4048.0000,14974.0000,4177.0000,299237.0000,6070.0000,222064.0000,2509.0000,4069.0000,827.0000,3997.0000,677.0000,3290.0000,899.0000,10678.0000,109.0000,681.0000,8309.0000,616.0000,7230.0000,1643.0000,28527.0000,962.0000,5586.0000,1023.0000,9317.0000,0.0000,0.0000,1072.0000,20426.0000,119.0000,722.0000,870.0000,1679.0000,975.0000,1447.0000,1062.0000,3902.0000,804.0000,6461.0000,797.0000,4252.0000,5345.0000,183680.0000,2308.0000,2292.0000,1206.0000,1426.0000,120.0000,48.0000,415.0000,349.0000,1683.0000,3378.0000,1475.0000,3017.0000,1057.0000,1307.0000,34.0000,124.0000,4735.0000,26581.0000,5176.0000,28549.0000,898.0000,2881.0000,6237.0000,16724.0000
47,TN,173,Union County,0,7164.0000,3625.0000,4882.0000,15760.0000,4985.0000,243731.0000,5852.0000,191000.0000,1864.0000,3111.0000,480.0000,1172.0000,424.0000,887.0000,1427.0000,11172.0000,435.0000,541.0000,4960.0000,432.0000,5306.0000,1272.0000,21097.0000,786.0000,4941.0000,759.0000,7240.0000,0.0000,0.0000,912.0000,17102.0000,56.0000,284.0000,767.0000,1447.0000,814.0000,1018.0000,901.0000,2836.0000,750.0000,6520.0000,634.0000,2627.0000,4833.0000,136086.0000,2223.0000,2237.0000,1270.0000,1445.0000,168.0000,83.0000,333.0000,300.0000,2294.0000,5375.0000,1988.0000,4519.0000,1560.0000,1876.0000,23.0000,64.0000,4066.0000,17474.0000,4921.0000,19780.0000,804.0000,1847.0000,6142.0000,17877.0000
47,TN,175,Van Buren County,0,2175.0000,1084.0000,1417.0000,4541.0000,1323.0000,68257.0000,1775.0000,53623.0000,724.0000,930.0000,164.0000,462.0000,142.0000,331.0000,394.0000,2375.0000,212.0000,174.0000,995.0000,136.0000,1892.0000,453.0000,7743.0000,367.0000,1992.0000,249.0000,2020.0000,0.0000,0.0000,234.0000,4631.0000,23.0000,82.0000,192.0000,392.0000,194.0000,239.0000,229.0000,732.0000,170.0000,1504.0000,165.0000,712.0000,1499.0000,36563.0000,705.0000,684.0000,362.0000,413.0000,24.0000,11.0000,135.0000,109.0000,650.0000,1377.0000,550.0000,1163.0000,381.0000,449.0000,0.0000,0.0000,1281.0000,4397.0000,1477.0000,4958.0000,217.0000,455.0000,1876.0000,5144.0000
47,TN,177,Warren County,0,16294.0000,7218.0000,11919.0000,35679.0000,11361.0000,552245.0000,13165.0000,428243.0000,5092.0000,12621.0000,1932.0000,5844.0000,1766.0000,4334.0000,3239.0000,34823.0000,1356.0000,1410.0000,9090.0000,1181.0000,13669.0000,2857.0000,39582.0000,1935.0000,10586.0000,1752.0000,16431.0000,64.0000,1129.0000,1991.0000,34874.0000,90.0000,494.0000,1753.0000,3334.0000,1755.0000,2286.0000,1962.0000,6210.0000,1421.0000,10776.0000,1458.0000,7315.0000,10727.0000,322008.0000,4923.0000,5324.0000,2864.0000,3281.0000,469.0000,203.0000,918.0000,760.0000,4576.0000,10218.0000,3932.0000,8697.0000,3585.0000,4820.0000,72.0000,204.0000,9029.0000,44122.0000,10723.0000,50505.0000,2099.0000,6307.0000,13607.0000,39261.0000
47,TN,179,Washington County,0,53877.0000,23083.0000,27695.0000,105288.0000,29500.0000,2555492.0000,44581.0000,1929331.0000,21201.0000,37545.0000,8206.0000,25905.0000,7139.0000,16781.0000,8098.0000,129249.0000,1485.0000,7016.0000,44494.0000,4967.0000,74208.0000,11185.0000,195173.0000,4601.0000,29129.0000,6803.0000,74507.0000,312.0000,6242.0000,12207.0000,259838.0000,948.0000,5795.0000,10115.0000,20548.0000,11037.0000,23481.0000,12050.0000,50585.0000,9693.0000,89158.0000,9591.0000,60146.0000,39682.0000,1702110.0000,16925.0000,18454.0000,8205.0000,9916.0000,1929.0000,886.0000,3124.0000,2567.0000,11008.0000,21318.0000,9512.0000,18725.0000,7072.0000,8664.0000,651.0000,2304.0000,35197.0000,290786.0000,38358.0000,312671.0000,7701.0000,29873.0000,44309.0000,119806.0000
47,TN,181,Wayne County,0,5650.0000,2831.0000,4010.0000,12155.0000,3723.0000,188748.0000,4588.0000,147088.0000,2137.0000,3955.0000,463.0000,1262.0000,405.0000,1075.0000,1143.0000,11126.0000,703.0000,417.0000,5678.0000,334.0000,2990.0000,1120.0000,16496.0000,1044.0000,5823.0000,623.0000,5288.0000,0.0000,0.0000,816.0000,15798.0000,162.0000,438.0000,590.0000,1062.0000,657.0000,600.0000,799.0000,2217.0000,575.0000,4189.0000,598.0000,2462.0000,3782.0000,104145.0000,1754.0000,1918.0000,994.0000,1159.0000,105.0000,45.0000,285.0000,254.0000,1636.0000,3662.0000,1430.0000,3155.0000,1015.0000,1247.0000,26.0000,95.0000,3229.0000,13193.0000,3823.0000,15166.0000,671.0000,1733.0000,4751.0000,14123.0000
47,TN,183,Weakley County,0,13097.0000,5912.0000,8466.0000,26544.0000,7962.0000,512078.0000,10875.0000,376904.0000,4658.0000,9395.0000,1766.0000,4082.0000,1622.0000,2995.0000,2002.0000,20501.0000,776.0000,1348.0000,10095.0000,1045.0000,10693.0000,2598.0000,43937.0000,1717.0000,8789.0000,1641.0000,17061.0000,55.0000,774.0000,1905.0000,37716.0000,163.0000,843.0000,1618.0000,3154.0000,1618.0000,1986.0000,1883.0000,6062.0000,1357.0000,9334.0000,1547.0000,11350.0000,9322.0000,313221.0000,4159.0000,4623.0000,2219.0000,2597.0000,641.0000,305.0000,627.0000,548.0000,3236.0000,6779.0000,2854.0000,6088.0000,2030.0000,2380.0000,70.0000,163.0000,8072.0000,45703.0000,8908.0000,50679.0000,1832.0000,7673.0000,10812.0000,29895.0000
47,TN,185,White County,0,10492.0000,5032.0000,7007.0000,22182.0000,6786.0000,354467.0000,8435.0000,264848.0000,3264.0000,6272.0000,1064.0000,2952.0000,923.0000,2079.0000,2182.0000,20520.0000,884.0000,1009.0000,8464.0000,803.0000,9060.0000,2107.0000,32439.0000,1310.0000,7633.0000,1210.0000,10699.0000,28.0000,465.0000,1334.0000,25041.0000,66.0000,253.0000,1175.0000,2156.0000,1091.0000,1175.0000,1316.0000,3638.0000,980.0000,7704.0000,965.0000,5048.0000,7120.0000,195731.0000,3246.0000,3424.0000,1791.0000,2033.0000,325.0000,139.0000,607.0000,506.0000,3100.0000,7007.0000,2719.0000,5907.0000,2030.0000,2459.0000,29.0000,78.0000,5968.0000,24704.0000,7086.0000,28499.0000,1248.0000,3059.0000,8834.0000,25228.0000
47,TN,187,Williamson County,0,85006.0000,45606.0000,43235.0000,192265.0000,67896.0000,8459682.0000,70015.0000,6244781.0000,43606.0000,132537.0000,27538.0000,192298.0000,24916.0000,143288.0000,20614.0000,520805.0000,1476.0000,22860.0000,486732.0000,8843.0000,185247.0000,14963.0000,327459.0000,5087.0000,35836.0000,9538.0000,135362.0000,1794.0000,39690.0000,40972.0000,1159285.0000,3362.0000,36325.0000,34228.0000,83748.0000,38212.0000,113711.0000,40600.0000,237567.0000,35169.0000,491902.0000,36128.0000,262513.0000,68285.0000,6589330.0000,33743.0000,53470.0000,15954.0000,22373.0000,5508.0000,2757.0000,6543.0000,6984.0000,7719.0000,14258.0000,6116.0000,11242.0000,6789.0000,9467.0000,4196.0000,18257.0000,62702.0000,1397458.0000,67971.0000,1490160.0000,20095.0000,154350.0000,61000.0000,262145.0000
47,TN,189,Wilson County,0,53087.0000,25464.0000,28576.0000,112334.0000,34847.0000,2855533.0000,44762.0000,2257185.0000,22280.0000,39313.0000,9212.0000,26473.0000,8172.0000,18399.0000,9772.0000,124909.0000,1640.0000,6881.0000,48198.0000,4729.0000,68589.0000,10286.0000,191241.0000,4763.0000,32061.0000,6409.0000,73359.0000,285.0000,4839.0000,17617.0000,346115.0000,819.0000,4567.0000,14996.0000,29935.0000,16390.0000,29183.0000,17396.0000,64553.0000,15394.0000,153817.0000,14171.0000,64467.0000,41205.0000,1929229.0000,18799.0000,24517.0000,10764.0000,14117.0000,3262.0000,1668.0000,3353.0000,2966.0000,8774.0000,17889.0000,7455.0000,15263.0000,6535.0000,8835.0000,488.0000,1706.0000,36855.0000,309587.0000,40178.0000,335252.0000,9033.0000,33402.0000,42394.0000,125307.0000
48,TX,000,Texas,0,10987471.000,4198305.0000,5853517.0000,23723570.000,8315379.0000,619201629.00,9299894.0000,456319265.00,3292335.0000,9932017.0000,1611046.0000,13171628.000,1423664.0000,10330036.000,2107427.0000,24045026.000,243918.0000,1317231.0000,28958237.000,754458.0000,13355845.000,1656360.0000,32701281.000,732694.0000,5816516.0000,944336.0000,11152772.000,54915.0000,1177190.0000,2771556.0000,67100206.000,112902.0000,1003918.0000,2279704.0000,4269235.0000,2434507.0000,12655951.000,2717399.0000,18107109.000,2180676.0000,19858770.000,2163110.0000,12940852.000,8038088.0000,433812415.00,3844073.0000,5610346.0000,2094949.0000,2453757.0000,516013.0000,290931.0000,418539.0000,371384.0000,2702294.0000,6690180.0000,2412248.0000,5770225.0000,2236807.0000,3021472.0000,221713.0000,1058052.0000,6755221.0000,80218232.000,7678490.0000,84741749.000,1727681.0000,8417728.0000,8930351.0000,32704030.000
48,TX,001,Anderson County,0,19020.0000,7926.0000,11716.0000,40747.0000,13551.0000,792139.0000,15727.0000,603696.0000,5193.0000,11026.0000,2734.0000,14337.0000,2445.0000,10724.0000,3379.0000,30278.0000,1758.0000,2232.0000,12372.0000,1501.0000,19735.0000,3870.0000,73641.0000,1176.0000,8483.0000,2352.0000,23520.0000,49.0000,979.0000,3190.0000,67455.0000,130.0000,640.0000,2635.0000,3990.0000,2598.0000,7382.0000,3086.0000,12249.0000,2096.0000,14720.0000,2341.0000,14535.0000,13792.0000,491663.0000,6499.0000,7684.0000,3817.0000,4504.0000,600.0000,346.0000,766.0000,664.0000,5143.0000,12205.0000,4620.0000,10929.0000,3925.0000,5074.0000,129.0000,371.0000,11421.0000,72091.0000,12759.0000,78488.0000,2536.0000,7214.0000,15710.0000,55548.0000
48,TX,003,Andrews County,0,6363.0000,3074.0000,4533.0000,14769.0000,5359.0000,375385.0000,5587.0000,293871.0000,1571.0000,2214.0000,693.0000,3959.0000,630.0000,2742.0000,1147.0000,19195.0000,165.0000,587.0000,7759.0000,488.0000,7892.0000,883.0000,14498.0000,261.0000,1804.0000,544.0000,6273.0000,26.0000,506.0000,1040.0000,23453.0000,122.0000,530.0000,776.0000,1914.0000,838.0000,2283.0000,999.0000,4859.0000,683.0000,5258.0000,703.0000,5662.0000,5054.0000,261895.0000,2463.0000,3285.0000,1731.0000,2472.0000,185.0000,93.0000,243.0000,231.0000,1365.0000,3125.0000,1186.0000,2725.0000,1024.0000,1332.0000,123.0000,463.0000,4423.0000,43924.0000,4798.0000,47338.0000,943.0000,6109.0000,5265.0000,19063.0000
48,TX,005,Angelina County,0,35578.0000,14077.0000,20550.0000,76762.0000,26291.0000,1533291.0000,30173.0000,1133442.0000,9418.0000,26327.0000,3942.0000,24866.0000,3482.0000,19374.0000,5542.0000,58300.0000,1114.0000,3179.0000,32087.0000,2680.0000,40003.0000,6553.0000,110299.0000,2211.0000,17430.0000,3852.0000,41125.0000,122.0000,2191.0000,5754.0000,133623.0000,267.0000,912.0000,4835.0000,9017.0000,4615.0000,17047.0000,5633.0000,27137.0000,3609.0000,25745.0000,4342.0000,32674.0000,25051.0000,969273.0000,11709.0000,13361.0000,7363.0000,8220.0000,1406.0000,724.0000,1066.0000,911.0000,10684.0000,26531.0000,9700.0000,24117.0000,8302.0000,10596.0000,385.0000,1531.0000,20562.0000,160152.0000,23013.0000,172597.0000,4619.0000,18673.0000,29901.0000,97675.0000
48,TX,007,Aransas County,0,10571.0000,4677.0000,5723.0000,20655.0000,5490.0000,523666.0000,7388.0000,292734.0000,3897.0000,16305.0000,2222.0000,14032.0000,1987.0000,9336.0000,2479.0000,27547.0000,169.0000,1832.0000,37985.0000,1295.0000,25116.0000,2572.0000,59228.0000,609.0000,5157.0000,2009.0000,24516.0000,52.0000,1008.0000,2241.0000,54813.0000,118.0000,1098.0000,1892.0000,3140.0000,1969.0000,9421.0000,2203.0000,13933.0000,1523.0000,14286.0000,1643.0000,10408.0000,7261.0000,364079.0000,2609.0000,3128.0000,1247.0000,1467.0000,254.0000,128.0000,319.0000,253.0000,2523.0000,5776.0000,2100.0000,4736.0000,1578.0000,1934.0000,137.0000,738.0000,6482.0000,63737.0000,7575.0000,68671.0000,2152.0000,11027.0000,7834.0000,24558.0000
48,TX,009,Archer County,0,3846.0000,2014.0000,2209.0000,8260.0000,2640.0000,202652.0000,3167.0000,143664.0000,1725.0000,3362.0000,683.0000,2057.0000,593.0000,1419.0000,936.0000,12452.0000,442.0000,591.0000,12025.0000,337.0000,4115.0000,744.0000,14106.0000,191.0000,1310.0000,469.0000,4958.0000,22.0000,306.0000,794.0000,17069.0000,35.0000,113.0000,677.0000,1223.0000,682.0000,2179.0000,781.0000,3549.0000,547.0000,3921.0000,593.0000,3294.0000,2959.0000,141319.0000,1284.0000,1745.0000,749.0000,1067.0000,171.0000,100.0000,173.0000,218.0000,583.0000,1307.0000,508.0000,1137.0000,448.0000,621.0000,54.0000,166.0000,2643.0000,22350.0000,2915.0000,24618.0000,811.0000,4179.0000,2874.0000,9284.0000
48,TX,011,Armstrong County,0,836.0000,465.0000,505.0000,1759.0000,505.0000,39147.0000,632.0000,28634.0000,375.0000,1017.0000,134.0000,512.0000,118.0000,371.0000,189.0000,1751.0000,168.0000,136.0000,914.0000,75.0000,686.0000,166.0000,2925.0000,0.0000,0.0000,125.0000,1384.0000,0.0000,0.0000,148.0000,2994.0000,0.0000,0.0000,132.0000,185.0000,120.0000,272.0000,147.0000,530.0000,82.0000,515.0000,123.0000,753.0000,630.0000,27844.0000,299.0000,456.0000,187.0000,248.0000,37.0000,16.0000,31.0000,33.0000,138.0000,273.0000,108.0000,207.0000,92.0000,112.0000,0.0000,0.0000,559.0000,4281.0000,641.0000,4736.0000,168.0000,1156.0000,620.0000,1720.0000
48,TX,013,Atascosa County,0,18378.0000,7472.0000,11050.0000,41132.0000,15227.0000,793759.0000,15608.0000,563823.0000,4063.0000,7236.0000,1668.0000,5406.0000,1451.0000,4178.0000,3367.0000,39490.0000,1313.0000,1222.0000,13810.0000,937.0000,9995.0000,3083.0000,60783.0000,1110.0000,8246.0000,1606.0000,15562.0000,38.0000,873.0000,2695.0000,52669.0000,68.0000,264.0000,2262.0000,3870.0000,2239.0000,7151.0000,2620.0000,11588.0000,1985.0000,15122.0000,1886.0000,7631.0000,12812.0000,503898.0000,5957.0000,7553.0000,3875.0000,4639.0000,608.0000,328.0000,491.0000,431.0000,5832.0000,15118.0000,5305.0000,13307.0000,4299.0000,5678.0000,131.0000,418.0000,10633.0000,81985.0000,12310.0000,88545.0000,2453.0000,20156.0000,15447.0000,52689.0000
48,TX,015,Austin County,0,13137.0000,5827.0000,7926.0000,27668.0000,8913.0000,776940.0000,10565.0000,521857.0000,5268.0000,14913.0000,2705.0000,20910.0000,2435.0000,16788.0000,2738.0000,33535.0000,1699.0000,2129.0000,83262.0000,1321.0000,22861.0000,2471.0000,44662.0000,762.0000,6185.0000,1579.0000,19268.0000,79.0000,1097.0000,3192.0000,69575.0000,80.0000,271.0000,2754.0000,4759.0000,2805.0000,11582.0000,3134.0000,16918.0000,2335.0000,21504.0000,2397.0000,12462.0000,9803.0000,560317.0000,4433.0000,6095.0000,2472.0000,3167.0000,581.0000,335.0000,476.0000,471.0000,2529.0000,5865.0000,2220.0000,5129.0000,2052.0000,2732.0000,215.0000,868.0000,8481.0000,95997.0000,9446.0000,101997.0000,2271.0000,11888.0000,10210.0000,43686.0000
