"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2002"	"2002"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	24	4480089	0.5
	"Alabama"	"01"	"2002"	"2002"	"Assault by other and unspecified firearm discharge"	"X95"	224	4480089	5.0
	"Alabama"	"01"	"2002"	"2002"	"Assault by sharp object"	"X99"	53	4480089	1.2
	"Alabama"	"01"	"2002"	"2002"	"Assault by unspecified means"	"Y09"	39	4480089	0.9
	"Alabama"	"01"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	10	4480089	Unreliable
	"Alabama"	"01"	"2002"	"2002"	"Unspecified event, undetermined intent"	"Y34"	10	4480089	Unreliable
	"Alabama"	"01"	"2002"	"2002"	"Surgical procedure, unspecified"	"Y83.9"	14	4480089	Unreliable
	"Alabama"	"01"	"2002"	"2002"	"Sequelae of other accidents"	"Y86"	18	4480089	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Enterocolitis due to Clostridium difficile"	"A04.7"	76	4503491	1.7
	"Alabama"	"01"	"2003"	"2003"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	18	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	16	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Septicaemia, unspecified"	"A41.9"	794	4503491	17.6
	"Alabama"	"01"	"2003"	"2003"	"Bacterial infection, unspecified"	"A49.9"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Acute hepatitis C"	"B17.1"	65	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"HIV disease resulting in other bacterial infections"	"B20.1"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"HIV disease resulting in multiple infections"	"B20.7"	12	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"HIV disease resulting in other specified conditions"	"B23.8"	49	4503491	1.1
	"Alabama"	"01"	"2003"	"2003"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	56	4503491	1.2
	"Alabama"	"01"	"2003"	"2003"	"Sequelae of viral hepatitis"	"B94.2"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	28	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	59	4503491	1.3
	"Alabama"	"01"	"2003"	"2003"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	194	4503491	4.3
	"Alabama"	"01"	"2003"	"2003"	"Cardia - Malignant neoplasms"	"C16.0"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	172	4503491	3.8
	"Alabama"	"01"	"2003"	"2003"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	726	4503491	16.1
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasm of rectosigmoid junction"	"C19"	44	4503491	1.0
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasm of rectum"	"C20"	97	4503491	2.2
	"Alabama"	"01"	"2003"	"2003"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	64	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	36	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	140	4503491	3.1
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasm of gallbladder"	"C23"	27	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	12	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	493	4503491	10.9
	"Alabama"	"01"	"2003"	"2003"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	61	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	3092	4503491	68.7
	"Alabama"	"01"	"2003"	"2003"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	26	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	121	4503491	2.7
	"Alabama"	"01"	"2003"	"2003"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	20	4503491	0.4
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	35	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	61	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	683	4503491	15.2
	"Alabama"	"01"	"2003"	"2003"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	72	4503491	1.6
	"Alabama"	"01"	"2003"	"2003"	"Endometrium - Malignant neoplasms"	"C54.1"	46	4503491	1.0
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasm of uterus, part unspecified"	"C55"	57	4503491	1.3
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasm of ovary"	"C56"	253	4503491	5.6
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasm of prostate"	"C61"	540	4503491	12.0
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	195	4503491	4.3
	"Alabama"	"01"	"2003"	"2003"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	160	4503491	3.6
	"Alabama"	"01"	"2003"	"2003"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	196	4503491	4.4
	"Alabama"	"01"	"2003"	"2003"	"Head, face and neck - Malignant neoplasms"	"C76.0"	21	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Abdomen - Malignant neoplasms"	"C76.2"	16	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	34	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	59	4503491	1.3
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasm without specification of site"	"C80"	654	4503491	14.5
	"Alabama"	"01"	"2003"	"2003"	"Hodgkin disease, unspecified"	"C81.9"	25	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	300	4503491	6.7
	"Alabama"	"01"	"2003"	"2003"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	202	4503491	4.5
	"Alabama"	"01"	"2003"	"2003"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	70	4503491	1.6
	"Alabama"	"01"	"2003"	"2003"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	117	4503491	2.6
	"Alabama"	"01"	"2003"	"2003"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	33	4503491	0.7
	"Alabama"	"01"	"2003"	"2003"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	68	4503491	1.5
	"Alabama"	"01"	"2003"	"2003"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	66	4503491	1.5
	"Alabama"	"01"	"2003"	"2003"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	55	4503491	1.2
	"Alabama"	"01"	"2003"	"2003"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	64	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	21	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Sickle-cell anaemia without crisis"	"D57.1"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Aplastic anaemia, unspecified"	"D61.9"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Anaemia, unspecified"	"D64.9"	48	4503491	1.1
	"Alabama"	"01"	"2003"	"2003"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	17	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Coagulation defect, unspecified"	"D68.9"	18	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Thrombocytopenia, unspecified"	"D69.6"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Agranulocytosis"	"D70"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Sarcoidosis, unspecified"	"D86.9"	16	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Hypothyroidism, unspecified"	"E03.9"	22	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	86	4503491	1.9
	"Alabama"	"01"	"2003"	"2003"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	24	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	208	4503491	4.6
	"Alabama"	"01"	"2003"	"2003"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	34	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	91	4503491	2.0
	"Alabama"	"01"	"2003"	"2003"	"Unspecified diabetes mellitus, without complications"	"E14.9"	892	4503491	19.8
	"Alabama"	"01"	"2003"	"2003"	"Unspecified protein-energy malnutrition"	"E46"	53	4503491	1.2
	"Alabama"	"01"	"2003"	"2003"	"Other obesity"	"E66.8"	44	4503491	1.0
	"Alabama"	"01"	"2003"	"2003"	"Obesity, unspecified"	"E66.9"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Pure hypercholesterolaemia"	"E78.0"	20	4503491	0.4
	"Alabama"	"01"	"2003"	"2003"	"Hyperlipidaemia, unspecified"	"E78.5"	39	4503491	0.9
	"Alabama"	"01"	"2003"	"2003"	"Volume depletion"	"E86"	87	4503491	1.9
	"Alabama"	"01"	"2003"	"2003"	"Hyperosmolality and hypernatraemia"	"E87.0"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Acidosis"	"E87.2"	35	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Hyperkalaemia"	"E87.5"	18	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Unspecified dementia"	"F03"	708	4503491	15.7
	"Alabama"	"01"	"2003"	"2003"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	68	4503491	1.5
	"Alabama"	"01"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	35	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	37	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	17	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	20	4503491	0.4
	"Alabama"	"01"	"2003"	"2003"	"Huntington disease"	"G10"	12	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Motor neuron disease"	"G12.2"	82	4503491	1.8
	"Alabama"	"01"	"2003"	"2003"	"Parkinson disease"	"G20"	260	4503491	5.8
	"Alabama"	"01"	"2003"	"2003"	"Alzheimer disease with late onset"	"G30.1"	36	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	1232	4503491	27.4
	"Alabama"	"01"	"2003"	"2003"	"Degenerative disease of nervous system, unspecified"	"G31.9"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Multiple sclerosis"	"G35"	34	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Status epilepticus, unspecified"	"G41.9"	18	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Sleep apnoea"	"G47.3"	12	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Muscular dystrophy"	"G71.0"	12	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Infantile cerebral palsy, unspecified"	"G80.9"	37	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	97	4503491	2.2
	"Alabama"	"01"	"2003"	"2003"	"Encephalopathy, unspecified"	"G93.4"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Mitral valve disease, unspecified"	"I05.9"	16	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Essential (primary) hypertension"	"I10"	254	4503491	5.6
	"Alabama"	"01"	"2003"	"2003"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	167	4503491	3.7
	"Alabama"	"01"	"2003"	"2003"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	265	4503491	5.9
	"Alabama"	"01"	"2003"	"2003"	"Hypertensive renal disease with renal failure"	"I12.0"	144	4503491	3.2
	"Alabama"	"01"	"2003"	"2003"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	29	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Acute myocardial infarction, unspecified"	"I21.9"	3186	4503491	70.7
	"Alabama"	"01"	"2003"	"2003"	"Other forms of acute ischaemic heart disease"	"I24.8"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	662	4503491	14.7
	"Alabama"	"01"	"2003"	"2003"	"Atherosclerotic heart disease"	"I25.1"	2190	4503491	48.6
	"Alabama"	"01"	"2003"	"2003"	"Ischaemic cardiomyopathy"	"I25.5"	174	4503491	3.9
	"Alabama"	"01"	"2003"	"2003"	"Other forms of chronic ischaemic heart disease"	"I25.8"	21	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	315	4503491	7.0
	"Alabama"	"01"	"2003"	"2003"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	216	4503491	4.8
	"Alabama"	"01"	"2003"	"2003"	"Other secondary pulmonary hypertension"	"I27.2"	38	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Pulmonary heart disease, unspecified"	"I27.9"	39	4503491	0.9
	"Alabama"	"01"	"2003"	"2003"	"Acute and subacute infective endocarditis"	"I33.0"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Mitral (valve) insufficiency"	"I34.0"	31	4503491	0.7
	"Alabama"	"01"	"2003"	"2003"	"Aortic (valve) stenosis"	"I35.0"	109	4503491	2.4
	"Alabama"	"01"	"2003"	"2003"	"Aortic valve disorder, unspecified"	"I35.9"	23	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Endocarditis, valve unspecified"	"I38"	78	4503491	1.7
	"Alabama"	"01"	"2003"	"2003"	"Dilated cardiomyopathy"	"I42.0"	50	4503491	1.1
	"Alabama"	"01"	"2003"	"2003"	"Cardiomyopathy, unspecified"	"I42.9"	323	4503491	7.2
	"Alabama"	"01"	"2003"	"2003"	"Sudden cardiac death, so described"	"I46.1"	131	4503491	2.9
	"Alabama"	"01"	"2003"	"2003"	"Cardiac arrest, unspecified"	"I46.9"	1846	4503491	41.0
	"Alabama"	"01"	"2003"	"2003"	"Ventricular tachycardia"	"I47.2"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Atrial fibrillation and flutter"	"I48"	204	4503491	4.5
	"Alabama"	"01"	"2003"	"2003"	"Ventricular fibrillation and flutter"	"I49.0"	39	4503491	0.9
	"Alabama"	"01"	"2003"	"2003"	"Cardiac arrhythmia, unspecified"	"I49.9"	233	4503491	5.2
	"Alabama"	"01"	"2003"	"2003"	"Congestive heart failure"	"I50.0"	1973	4503491	43.8
	"Alabama"	"01"	"2003"	"2003"	"Heart failure, unspecified"	"I50.9"	291	4503491	6.5
	"Alabama"	"01"	"2003"	"2003"	"Myocarditis, unspecified"	"I51.4"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Cardiovascular disease, unspecified"	"I51.6"	140	4503491	3.1
	"Alabama"	"01"	"2003"	"2003"	"Cardiomegaly"	"I51.7"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Heart disease, unspecified"	"I51.9"	129	4503491	2.9
	"Alabama"	"01"	"2003"	"2003"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	88	4503491	2.0
	"Alabama"	"01"	"2003"	"2003"	"Intracerebral haemorrhage in brain stem"	"I61.3"	12	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Intracerebral haemorrhage, unspecified"	"I61.9"	326	4503491	7.2
	"Alabama"	"01"	"2003"	"2003"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	60	4503491	1.3
	"Alabama"	"01"	"2003"	"2003"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	137	4503491	3.0
	"Alabama"	"01"	"2003"	"2003"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	34	4503491	0.8
	"Alabama"	"01"	"2003"	"2003"	"Cerebral infarction, unspecified"	"I63.9"	159	4503491	3.5
	"Alabama"	"01"	"2003"	"2003"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1709	4503491	37.9
	"Alabama"	"01"	"2003"	"2003"	"Cerebral atherosclerosis"	"I67.2"	21	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Other specified cerebrovascular diseases"	"I67.8"	27	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Cerebrovascular disease, unspecified"	"I67.9"	142	4503491	3.2
	"Alabama"	"01"	"2003"	"2003"	"Sequelae of cerebral infarction"	"I69.3"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	136	4503491	3.0
	"Alabama"	"01"	"2003"	"2003"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	80	4503491	1.8
	"Alabama"	"01"	"2003"	"2003"	"Generalized and unspecified atherosclerosis"	"I70.9"	256	4503491	5.7
	"Alabama"	"01"	"2003"	"2003"	"Dissection of aorta [any part]"	"I71.0"	63	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	12	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	65	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	29	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	28	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	19	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Peripheral vascular disease, unspecified"	"I73.9"	108	4503491	2.4
	"Alabama"	"01"	"2003"	"2003"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	62	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Pneumonia due to staphylococcus"	"J15.2"	21	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Bacterial pneumonia, unspecified"	"J15.9"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Bronchopneumonia, unspecified"	"J18.0"	27	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Pneumonia, unspecified"	"J18.9"	1035	4503491	23.0
	"Alabama"	"01"	"2003"	"2003"	"Bronchitis, not specified as acute or chronic"	"J40"	16	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Unspecified chronic bronchitis"	"J42"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Emphysema, unspecified"	"J43.9"	273	4503491	6.1
	"Alabama"	"01"	"2003"	"2003"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	44	4503491	1.0
	"Alabama"	"01"	"2003"	"2003"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	2000	4503491	44.4
	"Alabama"	"01"	"2003"	"2003"	"Asthma, unspecified"	"J45.9"	62	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"Bronchiectasis"	"J47"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	22	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Pneumonitis due to food and vomit"	"J69.0"	308	4503491	6.8
	"Alabama"	"01"	"2003"	"2003"	"Adult respiratory distress syndrome"	"J80"	42	4503491	0.9
	"Alabama"	"01"	"2003"	"2003"	"Pulmonary oedema"	"J81"	27	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	180	4503491	4.0
	"Alabama"	"01"	"2003"	"2003"	"Interstitial pulmonary disease, unspecified"	"J84.9"	39	4503491	0.9
	"Alabama"	"01"	"2003"	"2003"	"Pleural effusion, not elsewhere classified"	"J90"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Respiratory failure, unspecified"	"J96.9"	137	4503491	3.0
	"Alabama"	"01"	"2003"	"2003"	"Other disorders of lung"	"J98.4"	62	4503491	1.4
	"Alabama"	"01"	"2003"	"2003"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Gastric ulcer, chronic or unspecified with perforation"	"K25.5"	14	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	26	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Acute vascular disorders of intestine"	"K55.0"	52	4503491	1.2
	"Alabama"	"01"	"2003"	"2003"	"Vascular disorder of intestine, unspecified"	"K55.9"	94	4503491	2.1
	"Alabama"	"01"	"2003"	"2003"	"Other and unspecified intestinal obstruction"	"K56.6"	91	4503491	2.0
	"Alabama"	"01"	"2003"	"2003"	"Ileus, unspecified"	"K56.7"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	31	4503491	0.7
	"Alabama"	"01"	"2003"	"2003"	"Perforation of intestine (nontraumatic)"	"K63.1"	43	4503491	1.0
	"Alabama"	"01"	"2003"	"2003"	"Disease of intestine, unspecified"	"K63.9"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Acute peritonitis"	"K65.0"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Peritonitis, unspecified"	"K65.9"	16	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Alcoholic hepatitis"	"K70.1"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Alcoholic cirrhosis of liver"	"K70.3"	77	4503491	1.7
	"Alabama"	"01"	"2003"	"2003"	"Alcoholic hepatic failure"	"K70.4"	17	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Alcoholic liver disease, unspecified"	"K70.9"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Hepatic failure, unspecified"	"K72.9"	114	4503491	2.5
	"Alabama"	"01"	"2003"	"2003"	"Other and unspecified cirrhosis of liver"	"K74.6"	309	4503491	6.9
	"Alabama"	"01"	"2003"	"2003"	"Inflammatory liver disease, unspecified"	"K75.9"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Liver disease, unspecified"	"K76.9"	59	4503491	1.3
	"Alabama"	"01"	"2003"	"2003"	"Calculus of gallbladder without cholecystitis"	"K80.2"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Acute cholecystitis"	"K81.0"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Cholecystitis, unspecified"	"K81.9"	17	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Acute pancreatitis"	"K85"	75	4503491	1.7
	"Alabama"	"01"	"2003"	"2003"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	163	4503491	3.6
